Created At        Type       CurrencyAmount Description                                                 Payment Method net calculurate to €  exchange feAll €                 rate       usdt       tx         
15/01/2026, 14:58:commission €             0Support Mohammed Al-Louh, a father of seven from Gaza       link                                                                                        
15/01/2026, 14:58:cost       €         -2.85Support Mohammed Al-Louh, a father of seven from Gaza       link                                                                                        
15/01/2026, 14:58:tax        €             0Support Mohammed Al-Louh, a father of seven from Gaza       link                                                                                        
13/01/2026, 16:56:donation   €            50Support Mohammed Al-Louh, a father of seven from Gaza       paypal                              1                                                       
13/01/2026, 16:56:commission €             0Support Mohammed Al-Louh, a father of seven from Gaza       paypal                              1                                                       
13/01/2026, 16:56:cost       €          -2.3Support Mohammed Al-Louh, a father of seven from Gaza       paypal                              1                                                       
13/01/2026, 16:56:tax        €             0Support Mohammed Al-Louh, a father of seven from Gaza       paypal                47.7          1                 47.70                                 
12/01/2026, 21:19:donation   €            15Help Mohamad support his family and save them from starvatiocard                                1                                                       
12/01/2026, 21:19:commission €             0Help Mohamad support his family and save them from starvatiocard                                1                                                       
12/01/2026, 21:19:cost       €         -0.81Help Mohamad support his family and save them from starvatiocard                                1                                                       
12/01/2026, 21:19:tax        €             0Help Mohamad support his family and save them from starvatiocard                 14.19          1                 14.19                                 
12/01/2026, 19:07:donation   $            30Help Mohamad support his family and save them from starvatiolink                           0.8605      3.00%                                            
12/01/2026, 19:07:commission $             0Help Mohamad support his family and save them from starvatiolink                           0.8605      3.00%                                            
12/01/2026, 19:07:cost       $         -1.28Help Mohamad support his family and save them from starvatiolink                           0.8605      3.00%                                            
12/01/2026, 19:07:tax        $             0Help Mohamad support his family and save them from starvatiolink                 28.72     0.8605      3.00%      23.97                                 
12/01/2026, 01:34:donation   €           100Support Mohammed Al-Louh, a father of seven from Gaza       card                                1                                                       
12/01/2026, 01:34:commission €             0Support Mohammed Al-Louh, a father of seven from Gaza       card                                1                                                       
12/01/2026, 01:34:cost       €         -3.96Support Mohammed Al-Louh, a father of seven from Gaza       card                                1                                                       
12/01/2026, 01:34:tax        €             0Support Mohammed Al-Louh, a father of seven from Gaza       card                 96.04          1                 96.04                                 
12/01/2026, 00:08:donation   €             5Support Mohammed Al-Louh, a father of seven from Gaza       link                                1                                                       
12/01/2026, 00:08:commission €             0Support Mohammed Al-Louh, a father of seven from Gaza       link                                1                                                       
12/01/2026, 00:08:cost       €         -0.41Support Mohammed Al-Louh, a father of seven from Gaza       link                                1                                                       
12/01/2026, 00:08:tax        €             0Support Mohammed Al-Louh, a father of seven from Gaza       link                  4.59          1                  4.59                                 
11/01/2026, 23:59:donation   $            25Help Mohamad support his family and save them from starvatiopaypal                         0.8605      3.00%                                            
11/01/2026, 23:59:commission $             0Help Mohamad support his family and save them from starvatiopaypal                         0.8605      3.00%                                            
11/01/2026, 23:59:cost       $         -1.37Help Mohamad support his family and save them from starvatiopaypal                         0.8605      3.00%                                            
11/01/2026, 23:59:tax        $             0Help Mohamad support his family and save them from starvatiopaypal               23.63     0.8605      3.00%      19.72                                 
11/01/2026, 15:48:donation   €             5Support Mohammed Al-Louh, a father of seven from Gaza       card                                1                                                       
11/01/2026, 15:48:commission €             0Support Mohammed Al-Louh, a father of seven from Gaza       card                                1                                                       
11/01/2026, 15:48:cost       €         -0.44Support Mohammed Al-Louh, a father of seven from Gaza       card                                1                                                       
11/01/2026, 15:48:tax        €             0Support Mohammed Al-Louh, a father of seven from Gaza       card                  4.56          1                  4.56                                 
10/01/2026, 23:40:donation   €            25Support Mohammed Al-Louh, a father of seven from Gaza       card                                1                                                       
10/01/2026, 23:40:commission €             0Support Mohammed Al-Louh, a father of seven from Gaza       card                                1                                                       
10/01/2026, 23:40:cost       €          -1.1Support Mohammed Al-Louh, a father of seven from Gaza       card                                1                                                       
10/01/2026, 23:40:tax        €             0Support Mohammed Al-Louh, a father of seven from Gaza       card                  23.9          1                 23.90                                 
09/01/2026, 13:23:donation   €            10Help Akram Mahmoud feed his family in Gaza                  link                                1                                                       
09/01/2026, 13:23:commission €             0Help Akram Mahmoud feed his family in Gaza                  link                                1                                                       
09/01/2026, 13:23:cost       €          -0.5Help Akram Mahmoud feed his family in Gaza                  link                                1                                                       
09/01/2026, 13:23:tax        €             0Help Akram Mahmoud feed his family in Gaza                  link                   9.5          1                  9.50                                 
09/01/2026, 06:25:donation   €            50Help Mohamad support his family and save them from starvatiocard                                1                                                       
09/01/2026, 06:25:commission €             0Help Mohamad support his family and save them from starvatiocard                                1                                                       
09/01/2026, 06:25:cost       €         -1.97Help Mohamad support his family and save them from starvatiocard                                1                                                       
09/01/2026, 06:25:tax        €             0Help Mohamad support his family and save them from starvatiocard                 48.03          1                 48.03                                 
08/01/2026, 22:10:donation   €            25Help Wafaa and her family rebuild sustainibilty in Gaza     card                                1                                                       
08/01/2026, 22:10:commission €             0Help Wafaa and her family rebuild sustainibilty in Gaza     card                                1                                                       
08/01/2026, 22:10:cost       €         -0.73Help Wafaa and her family rebuild sustainibilty in Gaza     card                                1                                                       
08/01/2026, 22:10:tax        €             0Help Wafaa and her family rebuild sustainibilty in Gaza     card                 24.27          1                 24.27                                 
08/01/2026, 11:03:donation   €             5Support Mohammed Al-Louh, a father of seven from Gaza       card                                1                                                       
08/01/2026, 11:03:commission €             0Support Mohammed Al-Louh, a father of seven from Gaza       card                                1                                                       
08/01/2026, 11:03:cost       €         -0.44Support Mohammed Al-Louh, a father of seven from Gaza       card                                1                                                       
08/01/2026, 11:03:tax        €             0Support Mohammed Al-Louh, a father of seven from Gaza       card                  4.56          1                  4.56                                 
07/01/2026, 18:28:donation   €            75Support Mohammed Al-Louh, a father of seven from Gaza       link                                1                                                       
07/01/2026, 18:28:commission €             0Support Mohammed Al-Louh, a father of seven from Gaza       link                                1                                                       
07/01/2026, 18:28:cost       €         -2.86Support Mohammed Al-Louh, a father of seven from Gaza       link                                1                                                       
07/01/2026, 18:28:tax        €             0Support Mohammed Al-Louh, a father of seven from Gaza       link                 72.14          1                 72.14                                 
04/01/2026, 19:02:donation   ?.?         350Help Khatam Hamdi and her family of 17 survive in Gaza      link                             0.23                                                       
04/01/2026, 19:02:commission ?.?           0Help Khatam Hamdi and her family of 17 survive in Gaza      link                             0.23                                                       
04/01/2026, 19:02:cost       ?.?      -14.06Help Khatam Hamdi and her family of 17 survive in Gaza      link                             0.23                                                       
04/01/2026, 19:02:tax        ?.?           0Help Khatam Hamdi and her family of 17 survive in Gaza      link                335.94       0.23                 77.27                                 
04/01/2026, 06:12:donation   $            25Help Mohamad support his family and save them from starvatiolink                           0.8605      3.00%                                            
04/01/2026, 06:12:commission $             0Help Mohamad support his family and save them from starvatiolink                           0.8605      3.00%                                            
04/01/2026, 06:12:cost       $         -1.11Help Mohamad support his family and save them from starvatiolink                           0.8605      3.00%                                            
04/01/2026, 06:12:tax        $             0Help Mohamad support his family and save them from starvatiolink                 23.89     0.8605      3.00%      19.94                                 
02/01/2026, 21:29:donation   €            15Help Wafaa and her family rebuild sustainibilty in Gaza     card                                1                                                       
02/01/2026, 21:29:commission €             0Help Wafaa and her family rebuild sustainibilty in Gaza     card                                1                                                       
02/01/2026, 21:29:cost       €         -0.53Help Wafaa and her family rebuild sustainibilty in Gaza     card                                1                                                       
02/01/2026, 21:29:tax        €             0Help Wafaa and her family rebuild sustainibilty in Gaza     card                 14.47          1                 14.47                                 
01/01/2026, 01:13:donation   $             5Help Akram Mahmoud feed his family in Gaza                  card                           0.8605      3.00%                                            
01/01/2026, 01:13:commission $             0Help Akram Mahmoud feed his family in Gaza                  card                           0.8605      3.00%                                            
01/01/2026, 01:13:cost       $         -0.49Help Akram Mahmoud feed his family in Gaza                  card                           0.8605      3.00%                                            
01/01/2026, 01:13:tax        $             0Help Akram Mahmoud feed his family in Gaza                  card                  4.51     0.8605      3.00%       3.76                                 
31/12/2025, 21:30:donation   $            20Help Mohamad support his family and save them from starvatiolink                           0.8605      3.00%                                            
31/12/2025, 21:30:commission $             0Help Mohamad support his family and save them from starvatiolink                           0.8605      3.00%                                            
31/12/2025, 21:30:cost       $         -0.95Help Mohamad support his family and save them from starvatiolink                           0.8605      3.00%                                            
31/12/2025, 21:30:tax        $             0Help Mohamad support his family and save them from starvatiolink                 19.05     0.8605      3.00%      15.90                                 
30/12/2025, 16:11:donation   €            25Help Akram Mahmoud feed his family in Gaza                  card                                1                                                       
30/12/2025, 16:11:commission €             0Help Akram Mahmoud feed his family in Gaza                  card                                1                                                       
30/12/2025, 16:11:cost       €         -0.73Help Akram Mahmoud feed his family in Gaza                  card                                1                                                       
30/12/2025, 16:11:tax        €             0Help Akram Mahmoud feed his family in Gaza                  card                 24.27          1                 24.27                                 
29/12/2025, 18:41:donation   $            15Help Mohamad support his family and save them from starvatiocard                           0.8605      3.00%                                            
29/12/2025, 18:41:commission $             0Help Mohamad support his family and save them from starvatiocard                           0.8605      3.00%                                            
29/12/2025, 18:41:cost       $         -0.79Help Mohamad support his family and save them from starvatiocard                           0.8605      3.00%                                            
29/12/2025, 18:41:tax        $             0Help Mohamad support his family and save them from starvatiocard                 14.21     0.8605      3.00%      11.86                                 
29/12/2025, 01:09:donation   $            20Help Mohamad support his family and save them from starvatiopaypal                         0.8605      3.00%                                            
29/12/2025, 01:09:commission $             0Help Mohamad support his family and save them from starvatiopaypal                         0.8605      3.00%                                            
29/12/2025, 01:09:cost       $         -1.19Help Mohamad support his family and save them from starvatiopaypal                         0.8605      3.00%                                            
29/12/2025, 01:09:tax        $             0Help Mohamad support his family and save them from starvatiopaypal               18.81     0.8605      3.00%      15.70                                 
28/12/2025, 14:48:donation   $            10Help Akram Mahmoud feed his family in Gaza                  card                           0.8605      3.00%                                            
28/12/2025, 14:48:commission $             0Help Akram Mahmoud feed his family in Gaza                  card                           0.8605      3.00%                                            
28/12/2025, 14:48:cost       $         -0.63Help Akram Mahmoud feed his family in Gaza                  card                           0.8605      3.00%                                            
28/12/2025, 14:48:tax        $             0Help Akram Mahmoud feed his family in Gaza                  card                  9.37     0.8605      3.00%       7.82                                 
27/12/2025, 13:14:donation   $             5Help Ibtisam and her family surviving in Gaza               link                           0.8605      3.00%                                            
27/12/2025, 13:14:commission $             0Help Ibtisam and her family surviving in Gaza               link                           0.8605      3.00%                                            
27/12/2025, 13:14:cost       $         -0.46Help Ibtisam and her family surviving in Gaza               link                           0.8605      3.00%                                            
27/12/2025, 13:14:tax        $             0Help Ibtisam and her family surviving in Gaza               link                  4.54     0.8605      3.00%       3.79                                 
26/12/2025, 12:33:donation   €            40Help Ahmed O. and his family of 22 Souls, survive in Gaza   card                                1                                                       
26/12/2025, 12:33:commission €             0Help Ahmed O. and his family of 22 Souls, survive in Gaza   card                                1                                                       
26/12/2025, 12:33:cost       €         -1.01Help Ahmed O. and his family of 22 Souls, survive in Gaza   card                                1                                                       
26/12/2025, 12:33:tax        €             0Help Ahmed O. and his family of 22 Souls, survive in Gaza   card                 38.99          1                 38.99                                 
26/12/2025, 07:46:donation   €           150Help Aya and her family survive the bombings and find safetycard                                1                                                       
26/12/2025, 07:46:commission €             0Help Aya and her family survive the bombings and find safetycard                                1                                                       
26/12/2025, 07:46:cost       €         -5.22Help Aya and her family survive the bombings and find safetycard                                1                                                       
26/12/2025, 07:46:tax        €             0Help Aya and her family survive the bombings and find safetycard                144.78          1                144.78                                 
26/12/2025, 04:18:donation   $            25Help Akram Mahmoud feed his family in Gaza                  card                           0.8605      3.00%                                            
26/12/2025, 04:18:commission $             0Help Akram Mahmoud feed his family in Gaza                  card                           0.8605      3.00%                                            
26/12/2025, 04:18:cost       $         -1.23Help Akram Mahmoud feed his family in Gaza                  card                           0.8605      3.00%                                            
26/12/2025, 04:18:tax        $             0Help Akram Mahmoud feed his family in Gaza                  card                 23.77     0.8605      3.00%      19.84                                 
25/12/2025, 20:28:donation   $            30Help Mohamad support his family and save them from starvatiolink                           0.8605      3.00%                                            
25/12/2025, 20:28:commission $             0Help Mohamad support his family and save them from starvatiolink                           0.8605      3.00%                                            
25/12/2025, 20:28:cost       $         -1.28Help Mohamad support his family and save them from starvatiolink                           0.8605      3.00%                                            
25/12/2025, 20:28:tax        $             0Help Mohamad support his family and save them from starvatiolink                 28.72     0.8605      3.00%      23.97                                 
25/12/2025, 13:39:donation   $            25Help Fadi Abu Odeh rebuild his family's security            card                           0.8605      3.00%                                            
25/12/2025, 13:39:commission $             0Help Fadi Abu Odeh rebuild his family's security            card                           0.8605      3.00%                                            
25/12/2025, 13:39:cost       $         -1.11Help Fadi Abu Odeh rebuild his family's security            card                           0.8605      3.00%                                            
25/12/2025, 13:39:tax        $             0Help Fadi Abu Odeh rebuild his family's security            card                 23.89     0.8605      3.00%      19.94                                 
25/12/2025, 05:50:donation   $            35Help Akram Mahmoud feed his family in Gaza                  card                           0.8605      3.00%                                            
25/12/2025, 05:50:commission $             0Help Akram Mahmoud feed his family in Gaza                  card                           0.8605      3.00%                                            
25/12/2025, 05:50:cost       $          -1.6Help Akram Mahmoud feed his family in Gaza                  card                           0.8605      3.00%                                            
25/12/2025, 05:50:tax        $             0Help Akram Mahmoud feed his family in Gaza                  card                  33.4     0.8605      3.00%      27.88                                 
24/12/2025, 16:28:donation   €             5In displacement.. Help Hayam Mohammed and her 5 children movcard                                1                                                       
24/12/2025, 16:28:commission €             0In displacement.. Help Hayam Mohammed and her 5 children movcard                                1                                                       
24/12/2025, 16:28:cost       €         -0.45In displacement.. Help Hayam Mohammed and her 5 children movcard                                1                                                       
24/12/2025, 16:28:tax        €             0In displacement.. Help Hayam Mohammed and her 5 children movcard                  4.55          1                  4.55                                 
24/12/2025, 14:05:donation   $            50Help Akram Mahmoud feed his family in Gaza                  card                           0.8605      3.00%                                            
24/12/2025, 14:05:commission $             0Help Akram Mahmoud feed his family in Gaza                  card                           0.8605      3.00%                                            
24/12/2025, 14:05:cost       $         -1.93Help Akram Mahmoud feed his family in Gaza                  card                           0.8605      3.00%                                            
24/12/2025, 14:05:tax        $             0Help Akram Mahmoud feed his family in Gaza                  card                 48.07     0.8605      3.00%      40.12                                 
24/12/2025, 06:30:donation   €            15Help Mohamad support his family and save them from starvatiopaypal                              1                                                       
24/12/2025, 06:30:commission €             0Help Mohamad support his family and save them from starvatiopaypal                              1                                                       
24/12/2025, 06:30:cost       €         -0.71Help Mohamad support his family and save them from starvatiopaypal                              1                                                       
24/12/2025, 06:30:tax        €             0Help Mohamad support his family and save them from starvatiopaypal               14.29          1                 14.29                                 
24/12/2025, 00:18:donation   €            50Help Akram Mahmoud feed his family in Gaza                  link                                1                                                       
24/12/2025, 00:18:commission €             0Help Akram Mahmoud feed his family in Gaza                  link                                1                                                       
24/12/2025, 00:18:cost       €          -1.2Help Akram Mahmoud feed his family in Gaza                  link                                1                                                       
24/12/2025, 00:18:tax        €             0Help Akram Mahmoud feed his family in Gaza                  link                  48.8          1                 48.80                                 
23/12/2025, 21:05:donation   €            50Help Shereen’s Displaced Family Survive the Gaza War        link                                1                                                       
23/12/2025, 21:05:commission €             0Help Shereen’s Displaced Family Survive the Gaza War        link                                1                                                       
23/12/2025, 21:05:cost       €         -1.89Help Shereen’s Displaced Family Survive the Gaza War        link                                1                                                       
23/12/2025, 21:05:tax        €             0Help Shereen’s Displaced Family Survive the Gaza War        link                 48.11          1                 48.11                                 
23/12/2025, 12:50:donation   €             5Help Fadi Abu Odeh rebuild his family's security            card                                1                                                       
23/12/2025, 12:50:commission €             0Help Fadi Abu Odeh rebuild his family's security            card                                1                                                       
23/12/2025, 12:50:cost       €         -0.44Help Fadi Abu Odeh rebuild his family's security            card                                1                                                       
23/12/2025, 12:50:tax        €             0Help Fadi Abu Odeh rebuild his family's security            card                  4.56          1                  4.56                                           1
20/12/2025, 21:41:donation   €            10Help Fadi Abu Odeh rebuild his family's security            ideal                               1                                                       
20/12/2025, 21:41:commission €             0Help Fadi Abu Odeh rebuild his family's security            ideal                               1                                                       
20/12/2025, 21:41:cost       €         -0.35Help Fadi Abu Odeh rebuild his family's security            ideal                               1                                                       
20/12/2025, 21:41:tax        €             0Help Fadi Abu Odeh rebuild his family's security            ideal                 9.65          1                  9.65                                 
19/12/2025, 23:13:donation   €            11Help Zina and her Family rebuild their lives in Gaza, Palestlink                                1                                                       
19/12/2025, 23:13:commission €             0Help Zina and her Family rebuild their lives in Gaza, Palestlink                                1                                                       
19/12/2025, 23:13:cost       €         -0.46Help Zina and her Family rebuild their lives in Gaza, Palestlink                                1                                                       
19/12/2025, 23:13:tax        €             0Help Zina and her Family rebuild their lives in Gaza, Palestlink                 10.54          1                 10.54                                 
19/12/2025, 08:31:donation   €             5Help My Family Survive and Rebuild Our Lives in Gaza        card                                1                                                       
19/12/2025, 08:31:commission €             0Help My Family Survive and Rebuild Our Lives in Gaza        card                                1                                                       
19/12/2025, 08:31:cost       €         -0.35Help My Family Survive and Rebuild Our Lives in Gaza        card                                1                                                       
19/12/2025, 08:31:tax        €             0Help My Family Survive and Rebuild Our Lives in Gaza        card                  4.65          1                  4.65                                 
19/12/2025, 06:33:donation   $            10Help Akram Mahmoud feed his family in Gaza                  card                           0.8605      3.00%                                            
19/12/2025, 06:33:commission $             0Help Akram Mahmoud feed his family in Gaza                  card                           0.8605      3.00%                                            
19/12/2025, 06:33:cost       $         -0.63Help Akram Mahmoud feed his family in Gaza                  card                           0.8605      3.00%                                            
19/12/2025, 06:33:tax        $             0Help Akram Mahmoud feed his family in Gaza                  card                  9.37     0.8605      3.00%       7.82                                 
19/12/2025, 06:04:donation   €            15Help Magda's family after two years of displacements in Gazacard                                1                                                       
19/12/2025, 06:04:commission €             0Help Magda's family after two years of displacements in Gazacard                                1                                                       
19/12/2025, 06:04:cost       €         -0.74Help Magda's family after two years of displacements in Gazacard                                1                                                       
19/12/2025, 06:04:tax        €             0Help Magda's family after two years of displacements in Gazacard                 14.26          1                 14.26                                 
18/12/2025, 23:00:donation   $            10Help Fadi Abu Odeh rebuild his family's security            card                           0.8605      3.00%                                            
18/12/2025, 23:00:commission $             0Help Fadi Abu Odeh rebuild his family's security            card                           0.8605      3.00%                                            
18/12/2025, 23:00:cost       $         -0.63Help Fadi Abu Odeh rebuild his family's security            card                           0.8605      3.00%                                            
18/12/2025, 23:00:tax        $             0Help Fadi Abu Odeh rebuild his family's security            card                  9.37     0.8605      3.00%       7.82                                 
18/12/2025, 14:47:donation   $            20Help Fadi Abu Odeh rebuild his family's security            link                           0.8605      3.00%                                            
18/12/2025, 14:47:commission $             0Help Fadi Abu Odeh rebuild his family's security            link                           0.8605      3.00%                                            
18/12/2025, 14:47:cost       $         -0.98Help Fadi Abu Odeh rebuild his family's security            link                           0.8605      3.00%                                            
18/12/2025, 14:47:tax        $             0Help Fadi Abu Odeh rebuild his family's security            link                 19.02     0.8605      3.00%      15.88                                 
18/12/2025, 13:14:donation   $            20Help Fadi Abu Odeh rebuild his family's security            card                           0.8605      3.00%                                            
18/12/2025, 13:14:commission $             0Help Fadi Abu Odeh rebuild his family's security            card                           0.8605      3.00%                                            
18/12/2025, 13:14:cost       $         -0.95Help Fadi Abu Odeh rebuild his family's security            card                           0.8605      3.00%                                            
18/12/2025, 13:14:tax        $             0Help Fadi Abu Odeh rebuild his family's security            card                 19.05     0.8605      3.00%      15.90                                 
18/12/2025, 00:23:donation   €           100Save Ahed and his family from the genocide in Gaza, Palestinlink                                1                                                       
18/12/2025, 00:23:commission €             0Save Ahed and his family from the genocide in Gaza, Palestinlink                                1                                                       
18/12/2025, 00:23:cost       €         -3.53Save Ahed and his family from the genocide in Gaza, Palestinlink                                1                                                       
18/12/2025, 00:23:tax        €             0Save Ahed and his family from the genocide in Gaza, Palestinlink                 96.47          1                 96.47                                 
