"Name","Length","LastWriteTime"
"Capture d'écran 2023-07-02 195652.png","480","02.07.2023 18:57:09"
"Capture d'écran 2023-07-06 073022.png","648079","06.07.2023 06:30:21"
"Capture d'écran 2023-07-15 174649.png","536924","15.07.2023 16:46:48"
"Capture d'écran 2023-07-24 072935.png","86991","24.07.2023 06:30:27"
"Capture d'écran 2023-07-25 114501.png","1803","25.07.2023 10:45:01"
"Capture d'écran 2023-07-29 160834.png","1018","29.07.2023 15:08:51"
"Capture d'écran 2023-08-01 114554.png","122145","01.08.2023 10:45:53"
"Capture d'écran 2023-08-01 123553.png","17300","01.08.2023 11:35:53"
"Capture d'écran 2023-08-03 181600.png","542046","03.08.2023 17:16:00"
"Capture d'écran 2023-08-03 181920.png","435067","03.08.2023 17:19:20"
"Capture d'écran 2023-08-03 183703.png","465336","03.08.2023 17:37:03"
"Capture d'écran 2023-08-03 183831.png","574079","03.08.2023 17:38:31"
"Capture d'écran 2023-08-03 184118.png","559579","03.08.2023 17:41:17"
"Capture d'écran 2023-08-03 235440.png","620861","03.08.2023 22:54:40"
"Capture d'écran 2023-08-04 003757.png","81861","03.08.2023 23:37:56"
"Capture d'écran 2023-08-04 112858.png","417442","04.08.2023 10:28:58"
"Capture d'écran 2023-08-04 113321.png","355673","04.08.2023 10:33:21"
"Capture d'écran 2023-08-04 122441.png","51566","04.08.2023 11:24:41"
"Capture d'écran 2023-08-06 153256.png","1367545","06.08.2023 14:32:55"
"Capture d'écran 2023-08-07 125729.png","55661","07.08.2023 11:57:28"
"Capture d'écran 2023-08-10 213046.png","802","10.08.2023 20:31:02"
"Capture d'écran 2023-08-11 164031.png","56444","11.08.2023 15:40:31"
"Capture d'écran 2023-08-13 153606.png","56155","13.08.2023 14:36:04"
"Capture d'écran 2023-08-13 154121.png","45486","13.08.2023 14:41:37"
"Capture d'écran 2023-08-13 192637.png","259576","13.08.2023 18:27:03"
"Capture d'écran 2023-08-13 212038.png","14188","13.08.2023 20:20:37"
"Capture d'écran 2023-08-14 030833.png","96686","14.08.2023 02:08:32"
"Capture d'écran 2023-08-14 181810.png","31105","14.08.2023 17:18:10"
"Capture d'écran 2023-08-15 014956.png","213672","15.08.2023 00:49:55"
"Capture d'écran 2023-08-15 015620.png","1281657","15.08.2023 00:56:19"
"Capture d'écran 2023-08-17 025357.png","71329","17.08.2023 01:53:56"
"Capture d'écran 2023-08-17 034613.png","204499","17.08.2023 02:46:12"
"Capture d'écran 2023-08-17 034642.png","209755","17.08.2023 02:46:42"
"Capture d'écran 2023-08-17 040944.png","29240","17.08.2023 03:09:43"
"Capture d'écran 2023-08-17 041108.png","64926","17.08.2023 03:11:08"
"Capture d'écran 2023-08-17 041228.png","59891","17.08.2023 03:12:28"
"Capture d'écran 2023-08-18 190608.png","460301","18.08.2023 18:06:08"
"Capture d'écran 2023-08-25 232549.png","369120","25.08.2023 22:25:48"
"Capture d'écran 2023-08-26 033214.png","1380617","26.08.2023 02:32:14"
"Capture d'écran 2023-08-27 001214.png","751138","26.08.2023 23:12:14"
"Capture d'écran 2023-08-27 001357.png","540102","26.08.2023 23:13:56"
"Capture d'écran 2023-08-27 0013573.png","539668","26.08.2023 23:14:19"
"Capture d'écran 2023-08-27 014227.png","110344","27.08.2023 00:42:27"
"Capture d'écran 2023-08-27 034947.png","48679","27.08.2023 02:49:46"
"Capture d'écran 2023-08-27 215351.png","1082881","27.08.2023 20:53:51"
"Capture d'écran 2023-08-27 232156.png","251681","27.08.2023 22:21:56"
"Capture d'écran 2023-08-27 233152.png","650069","27.08.2023 22:31:51"
"Capture d'écran 2023-08-28 040656.png","128492","28.08.2023 03:06:56"
"Capture d'écran 2023-08-28 040832.png","167308","28.08.2023 03:08:31"
"Capture d'écran 2023-08-28 040916.png","147390","28.08.2023 03:09:16"
"Capture d'écran 2023-08-28 041023.png","186669","28.08.2023 03:10:23"
"Capture d'écran 2023-08-28 041135.png","311469","28.08.2023 03:11:35"
"Capture d'écran 2023-08-29 145241.png","79634","29.08.2023 13:52:40"
"Capture d'écran 2023-08-29 145431.png","70955","29.08.2023 13:54:31"
"Capture d'écran 2023-09-03 115148.png","273728","03.09.2023 10:51:47"
"Capture d'écran 2023-09-04 023444.png","39450","04.09.2023 01:34:43"
"Capture d'écran 2023-09-05 024253.png","154794","05.09.2023 01:42:52"
"Capture d'écran 2023-09-05 024443.png","232619","05.09.2023 01:44:43"
"Capture d'écran 2023-09-05 024550.png","262035","05.09.2023 01:45:50"
"Capture d'écran 2023-09-05 172522.png","96173","05.09.2023 16:25:21"
"Capture d'écran 2023-09-05 173134.png","92649","05.09.2023 16:31:33"
"Capture d'écran 2023-09-05 192600.png","33179","05.09.2023 18:25:59"
"Capture d'écran 2023-09-05 193524.png","316300","05.09.2023 18:35:23"
"Capture d'écran 2023-09-06 163718.png","170417","06.09.2023 15:37:17"
"Capture d'écran 2023-09-06 191304.png","31153","06.09.2023 18:13:03"
"Capture d'écran 2023-09-06 191355.png","57353","06.09.2023 18:13:55"
"Capture d'écran 2023-09-06 212008.png","92883","06.09.2023 20:20:08"
"Capture d'écran 2023-09-06 212034.png","92475","06.09.2023 20:20:34"
"Capture d'écran 2023-09-08 163339.png","49020","08.09.2023 15:33:39"
"Capture d'écran 2023-09-09 195709.png","38589","09.09.2023 18:57:08"
"Capture d'écran 2023-09-10 120848.png","149707","10.09.2023 11:08:48"
"Capture d'écran 2023-09-10 230438.png","154333","10.09.2023 22:04:38"
"Capture d'écran 2023-09-11 180129.png","213706","11.09.2023 17:01:28"
"Capture d'écran 2023-09-15 020949.png","656066","15.09.2023 01:09:48"
"Capture d'écran 2023-09-15 121026.png","53580","15.09.2023 11:10:25"
"Capture d'écran 2023-09-15 121541.png","129996","15.09.2023 11:15:41"
"Capture d'écran 2023-09-15 121644.png","127877","15.09.2023 11:16:44"
"Capture d'écran 2023-09-17 003154.png","50217","16.09.2023 23:31:54"
"Capture d'écran 2023-09-17 003233.png","83879","16.09.2023 23:32:33"
"Capture d'écran 2023-09-17 003542.png","44627","16.09.2023 23:35:41"
"Capture d'écran 2023-09-17 003612.png","67444","16.09.2023 23:36:12"
"Capture d'écran 2023-09-17 003855.png","81193","16.09.2023 23:38:55"
"Capture d'écran 2023-09-17 004914.png","762072","16.09.2023 23:49:14"
"Capture d'écran 2023-09-17 040630.png","349119","17.09.2023 03:06:30"
"Capture d'écran 2023-09-17 041119.png","596119","17.09.2023 03:11:19"
"Capture d'écran 2023-09-17 041257.png","734780","17.09.2023 03:12:57"
"Capture d'écran 2023-09-17 041337.png","741060","17.09.2023 03:13:37"
"Capture d'écran 2023-09-17 041457.png","210778","17.09.2023 03:14:57"
"Capture d'écran 2023-09-17 041730.png","311020","17.09.2023 03:17:30"
"Capture d'écran 2023-09-17 045135.png","803041","17.09.2023 03:51:35"
"Capture d'écran 2023-09-19 205825.png","354626","19.09.2023 19:58:24"
"Capture d'écran 2023-09-20 115947.png","92886","20.09.2023 10:59:46"
"Capture d'écran 2023-09-20 223319.png","131991","20.09.2023 21:33:18"
"Capture d'écran 2023-09-24 172154.png","423064","24.09.2023 16:21:53"
"Capture d'écran 2023-09-24 172212.png","426161","24.09.2023 16:22:12"
"Capture d'écran 2023-09-25 020842.png","113803","25.09.2023 01:08:42"
"Capture d'écran 2023-09-26 105622.png","157867","26.09.2023 09:56:22"
"Capture d'écran 2023-09-26 152844.png","51765","26.09.2023 14:28:44"
"Capture d'écran 2023-09-27 132310.png","93311","27.09.2023 12:23:10"
"Capture d'écran 2023-09-27 175615.png","87289","27.09.2023 16:56:15"
"Capture d'écran 2023-09-28 140832.png","244433","28.09.2023 13:08:31"
"Capture d'écran 2023-10-05 155013.png","91201","05.10.2023 14:50:12"
"Capture d'écran 2023-10-07 113044.png","40205","07.10.2023 10:30:44"
"Capture d'écran 2023-10-07 194219.png","521764","07.10.2023 18:47:06"
"Capture d'écran 2023-10-13 005207.png","79063","12.10.2023 23:52:06"
"Capture d'écran 2023-10-13 202921.png","99464","13.10.2023 19:29:20"
"Capture d'écran 2023-10-13 222613.png","1230087","13.10.2023 21:26:13"
"Capture d'écran 2023-10-13 223130.png","275376","13.10.2023 21:31:30"
"Capture d'écran 2023-10-13 223414.png","444143","13.10.2023 21:34:14"
"Capture d'écran 2023-10-13 223517.png","400355","13.10.2023 21:35:17"
"Capture d'écran 2023-10-13 223537.png","403473","13.10.2023 21:35:37"
"Capture d'écran 2023-10-13 223822.png","138487","13.10.2023 21:38:22"
"Capture d'écran 2023-10-13 230745.png","411999","13.10.2023 22:07:45"
"Capture d'écran 2023-10-14 174620.png","349344","14.10.2023 16:46:20"
"Capture d'écran 2023-10-14 181242.png","260940","14.10.2023 17:12:41"
"Capture d'écran 2023-10-14 182903.png","124452","14.10.2023 17:29:02"
"Capture d'écran 2023-10-14 183816.png","201117","14.10.2023 17:38:16"
"Capture d'écran 2023-10-14 184154.png","242477","14.10.2023 17:41:53"
"Capture d'écran 2023-10-14 190640.png","112714","14.10.2023 18:06:39"
"Capture d'écran 2023-10-20 135731.png","267529","20.10.2023 12:57:31"
"Capture d'écran 2023-10-26 224916.png","386904","26.10.2023 21:49:16"
"Capture d'écran 2023-12-01 182259.png","616500","01.12.2023 18:22:59"
"Capture d'écran 2023-12-01 182447.png","960777","01.12.2023 18:24:47"
"Capture d'écran 2023-12-01 182634.png","1070106","01.12.2023 18:26:34"
"Capture d'écran 2023-12-01 182724.png","1067041","01.12.2023 18:27:24"
"Capture d'écran 2023-12-01 182815.png","964462","01.12.2023 18:28:15"
"Capture d'écran 2023-12-01 182849.png","1018122","01.12.2023 18:28:49"
"Capture d'écran 2023-12-01 182925.png","1060297","01.12.2023 18:29:25"
"Capture d'écran 2023-12-01 182956.png","956056","01.12.2023 18:29:56"
"Capture d'écran 2023-12-01 183044.png","1092065","01.12.2023 18:30:44"
"Capture d'écran 2023-12-01 183114.png","1078167","01.12.2023 18:31:14"
"Capture d'écran 2023-12-01 214104.png","1063680","01.12.2023 21:41:03"
"Capture d'écran 2023-12-01 214156.png","1132005","01.12.2023 21:41:56"
"Capture d'écran 2023-12-01 214237.png","1127599","01.12.2023 21:42:37"
"Capture d'écran 2023-12-01 214322.png","996448","01.12.2023 21:43:22"
"Capture d'écran 2023-12-01 214354.png","1060091","01.12.2023 21:43:54"
"Capture d'écran 2023-12-01 214431.png","1112984","01.12.2023 21:44:31"
"Capture d'écran 2023-12-01 214503.png","1151598","01.12.2023 21:45:03"
"Capture d'écran 2023-12-01 214550.png","1070987","01.12.2023 21:45:50"
"Capture d'écran 2023-12-01 214633.png","937663","01.12.2023 21:46:33"
"Capture d'écran 2023-12-01 214920.png","892111","01.12.2023 21:49:20"
"Capture d'écran 2023-12-01 215216.png","1082330","01.12.2023 21:52:16"
"Capture d'écran 2023-12-01 215256.png","1002493","01.12.2023 21:52:56"
"Capture d'écran 2023-12-01 215340.png","1032589","01.12.2023 21:53:40"
"Capture d'écran 2023-12-01 215412.png","1022722","01.12.2023 21:54:12"
"Capture d'écran 2023-12-01 215458.png","911651","01.12.2023 21:54:57"
"Capture d'écran 2023-12-01 215605.png","1005276","01.12.2023 21:56:05"
"Capture d'écran 2023-12-01 215852.png","1019528","01.12.2023 21:58:51"
"Capture d'écran 2023-12-01 215932.png","1006090","01.12.2023 21:59:32"
"Capture d'écran 2023-12-01 220005.png","1021948","01.12.2023 22:00:05"
"Capture d'écran 2023-12-01 220039.png","801356","01.12.2023 22:00:39"
"Capture d'écran 2023-12-01 220108.png","993498","01.12.2023 22:01:08"
"Capture d'écran 2023-12-01 220345.png","521742","01.12.2023 22:03:45"
"Capture d'écran 2023-12-01 220436.png","450933","01.12.2023 22:04:36"
"Capture d'écran 2023-12-01 220510.png","1119181","01.12.2023 22:05:10"
"Capture d'écran 2023-12-01 220545.png","1114995","01.12.2023 22:05:45"
"Capture d'écran 2023-12-01 220624.png","1086554","01.12.2023 22:06:24"
"Capture d'écran 2023-12-01 220704.png","1087043","01.12.2023 22:07:04"
"Capture d'écran 2023-12-01 220744.png","970932","01.12.2023 22:07:44"
"Capture d'écran 2023-12-01 220821.png","1132938","01.12.2023 22:08:21"
"Capture d'écran 2023-12-01 220853.png","1024162","01.12.2023 22:08:53"
"Capture d'écran 2023-12-01 220928.png","1060634","01.12.2023 22:09:28"
"Capture d'écran 2023-12-01 221003.png","1042933","01.12.2023 22:10:03"
"Capture d'écran 2023-12-01 221058.png","1096036","01.12.2023 22:10:57"
"Capture d'écran 2023-12-01 221127.png","1033366","01.12.2023 22:11:27"
"Capture d'écran 2023-12-01 221200.png","1037743","01.12.2023 22:11:59"
"Capture d'écran 2023-12-01 221231.png","980926","01.12.2023 22:12:31"
"Capture d'écran 2023-12-01 221306.png","1042826","01.12.2023 22:13:06"
"Capture d'écran 2023-12-01 221338.png","1100015","01.12.2023 22:13:38"
"Capture d'écran 2023-12-01 221417.png","1071662","01.12.2023 22:14:17"
"Capture d'écran 2023-12-01 221452.png","1075173","01.12.2023 22:14:52"
"Capture d'écran 2023-12-01 221524.png","1066241","01.12.2023 22:15:24"
"Capture d'écran 2023-12-01 221558.png","1038753","01.12.2023 22:15:58"
"Capture d'écran 2023-12-01 221629.png","1006937","01.12.2023 22:16:29"
"Capture d'écran 2023-12-01 221703.png","1025432","01.12.2023 22:17:03"
"Capture d'écran 2023-12-01 221734.png","1066761","01.12.2023 22:17:34"
"Capture d'écran 2023-12-01 221808.png","1094500","01.12.2023 22:18:08"
"Capture d'écran 2023-12-01 221838.png","1131236","01.12.2023 22:18:38"
"Capture d'écran 2023-12-01 221910.png","1100413","01.12.2023 22:19:10"
"Capture d'écran 2023-12-01 221942.png","1015946","01.12.2023 22:19:42"
"Capture d'écran 2023-12-01 222247.png","589665","01.12.2023 22:22:47"
"Capture d'écran 2023-12-01 222409.png","1110540","01.12.2023 22:24:08"
"Capture d'écran 2023-12-01 222447.png","617906","01.12.2023 22:24:47"
"Capture d'écran 2023-12-01 222519.png","931797","01.12.2023 22:25:19"
"Capture d'écran 2023-12-01 222552.png","899918","01.12.2023 22:25:52"
"Capture d'écran 2023-12-01 222622.png","1051176","01.12.2023 22:26:22"
"Capture d'écran 2023-12-01 222654.png","711","01.12.2023 22:26:54"
"Capture d'écran 2023-12-01 222710.png","1195716","01.12.2023 22:27:10"
"Capture d'écran 2023-12-01 222749.png","1111626","01.12.2023 22:27:49"
"Capture d'écran 2023-12-01 222854.png","1093479","01.12.2023 22:28:54"
"Capture d'écran 2023-12-01 222934.png","975062","01.12.2023 22:29:34"
"Capture d'écran 2023-12-01 223008.png","1020731","01.12.2023 22:30:08"
"Capture d'écran 2023-12-01 223039.png","1032070","01.12.2023 22:30:39"
"Capture d'écran 2023-12-01 223110.png","1067986","01.12.2023 22:31:10"
"Capture d'écran 2023-12-01 223153.png","1087962","01.12.2023 22:31:53"
"Capture d'écran 2023-12-01 223239.png","948867","01.12.2023 22:32:39"
"Capture d'écran 2023-12-01 223321.png","888117","01.12.2023 22:33:20"
"Capture d'écran 2023-12-01 223350.png","1064234","01.12.2023 22:33:50"
"Capture d'écran 2023-12-01 223426.png","1061328","01.12.2023 22:34:26"
"Capture d'écran 2023-12-01 223502.png","988324","01.12.2023 22:35:02"
"Capture d'écran 2023-12-01 223533.png","1027319","01.12.2023 22:35:33"
"Capture d'écran 2023-12-01 223608.png","1090111","01.12.2023 22:36:07"
"Capture d'écran 2023-12-01 223644.png","1033464","01.12.2023 22:36:44"
"Capture d'écran 2023-12-01 223716.png","979821","01.12.2023 22:37:16"
"Capture d'écran 2023-12-01 223747.png","962541","01.12.2023 22:37:47"
"Capture d'écran 2023-12-01 223821.png","999331","01.12.2023 22:38:21"
"Capture d'écran 2023-12-01 223854.png","1017978","01.12.2023 22:38:54"
"Capture d'écran 2023-12-01 223924.png","966330","01.12.2023 22:39:24"
"Capture d'écran 2023-12-01 223954.png","1021834","01.12.2023 22:39:54"
"Capture d'écran 2023-12-01 224035.png","1068037","01.12.2023 22:40:35"
"Capture d'écran 2023-12-01 224127.png","584139","01.12.2023 22:41:26"
"Capture d'écran 2023-12-01 224213.png","196078","01.12.2023 22:42:13"
"Capture d'écran 2023-12-01 224244.png","272193","01.12.2023 22:42:44"
"Capture d'écran 2023-12-01 224322.png","467219","01.12.2023 22:43:22"
"Capture d'écran 2023-12-01 224449.png","287659","01.12.2023 22:44:49"
"Capture d'écran 2023-12-01 224522.png","123537","01.12.2023 22:45:22"
"Capture d'écran 2023-12-02 225101.png","51797","02.12.2023 22:51:01"
"Capture d'écran 2023-12-03 231511.png","63078","03.12.2023 23:15:11"
"Capture d'écran 2023-12-03 231700.png","67383","03.12.2023 23:16:59"
"Capture d'écran 2023-12-03 231738.png","48291","03.12.2023 23:17:38"
"Capture d'écran 2023-12-09 063352.png","86469","09.12.2023 06:33:51"
"Capture d'écran 2023-12-10 164851.png","1059951","10.12.2023 16:48:51"
"Capture d'écran 2023-12-13 112021.png","227143","13.12.2023 11:20:21"
"Capture d'écran 2023-12-23 222055.png","217251","23.12.2023 22:20:54"
"Capture d'écran 2023-12-24 193354.png","178356","24.12.2023 19:33:54"
"Capture d'écran 2023-12-24 200836.png","226353","24.12.2023 20:08:36"
"Capture d'écran 2023-12-24 200933.png","195117","24.12.2023 20:09:33"
"Capture d'écran 2023-12-24 213531.png","80312","24.12.2023 21:35:31"
"Capture d'écran 2023-12-24 213616.png","88339","24.12.2023 21:36:16"
"Capture d'écran 2023-12-24 213652.png","94549","24.12.2023 21:36:52"
